course_code,prerequisites,prereq_warnings,concurrent_with,min_standing,notes,warning_text
EDPL 9995,none,instructor_consent,,0.0,Consent required,
EDPL 9996,none,instructor_consent,,0.0,Consent required,
EDPL 9997,none,instructor_consent,,0.0,Consent required,
EDPL 9998,none,instructor_consent,,0.0,Consent required,
EDPL 9999,none,instructor_consent,,0.0,Consent required,
EDUC 1000,none,,,0.0,,
EDUC 1001,none,,,0.0,,
EDUC 1200,none,instructor_consent,,0.0,High school dual enrollment students only. Consent required. Consent required,
EDUC 1600,none,,,0.0,,
EDUC 1800,none,,,0.0,,
EDUC 2001,EDUC 1000;EDUC 1001 or PSYC 3101,may_be_concurrent,EDUC 1000,0.0,,
EDUC 2002,EDUC 2001,may_be_concurrent,EDUC 2001,0.0,,
EDUC 2330,EDUC 2001,,,0.0,,
EDUC 3200,none,,,0.0,,
EDUC 4000,none,,,0.0,,
EDUC 4001,EDUC 2001,may_be_concurrent,EDUC 2001,0.0,admission to the Professional Program,
EDUC 4002,EDUC 4001 or EDUC 5001 or EDUC 4217 or EDUC 5217,,,0.0,,
EDUC 4003,EDUC 2001,,,0.0,,
EDUC 4004,EDUC 4001 or EDUC 5001 or EDUC 4217 or EDUC 5217,,,0.0,,
EDUC 4007,EDUC 2001,standing_requirement,,3.0,admission to the Professional Program; Jr. stndg,
EDUC 4017,EDUC 2001,standing_requirement,,3.0,admission to the Professional Program; Jr. stndg,
EDUC 4027,EDUC 2001,standing_requirement,,3.0,admission to the Professional Program; Jr. stndg,
EDUC 4037,EDUC 2001,,,0.0,admission to the Professional Program,
EDUC 4047,EDUC 2001,,,0.0,admission to the Professional Program,
EDUC 4067,none,,,0.0,,
EDUC 4100,none,,,0.0,,
EDUC 4200,none,,,0.0,,
EDUC 4217,EDUC 1001 or PSYC 3101,may_be_concurrent,EDUC 1001,0.0,,
EDUC 4230,none,,,0.0,,
EDUC 4277,EDUC 2001,,,0.0,admission to the Professional Program,
EDUC 4307,EDUC 2001,,,0.0,admission to the Professional Program,
EDUC 4327,EDUC 2001,,,0.0,,
EDUC 4337,EDUC 2001,,,0.0,admission to the Professional Program,
EDUC 4357,EDUC 2001,,,0.0,admission to the Professional Program,
EDUC 4365,EDUC 2001,,,0.0,admission to the Professional Program,
EDUC 4367,EDUC 2001,,,0.0,admission to the Professional Program,
EDUC 4540,PHIL 1001,standing_requirement,,2.0,PHIL 1001 and soph. stndg,
EDUC 4600,EDUC 1000 or LLAC 1001,,,0.0,,
EDUC 4931,none,,,0.0,,
EDUC 4964,EDUC 4307,,,0.0,admission to the Professional Program,
EDUC 4965,none,instructor_consent,,0.0,Cons. of dept; Advanced methods course. Consent required,
EDUC 4966,none,instructor_consent,,0.0,Cons. of dept. Consent required,
EDUC 4967,none,instructor_consent,,0.0,Cons. of dept. ch; Advanced Methods course. Consent required,
EDUC 4969,none,instructor_consent,,0.0,Consent required. Consent required,
EDUC 4970,none,instructor_consent,,0.0,Department Consent; Advanced methods course. Consent required. Consent required,
EDUC 4986,none,instructor_consent;standing_requirement,,4.0,Sr. stndg; EDST major; cons. of internship coordinator. Consent required,
EDUC 4987,EDUC 4986,instructor_consent;standing_requirement,,4.0,Sr. stndg; and cons. of internship coordinator. Consent required,
EDUC 4995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
EDUC 5000,none,,,0.0,,
EDUC 5001,none,,,0.0,,
EDUC 5002,EDUC 5001 or EDUC 5217,,,0.0,,
EDUC 5003,none,,,0.0,,
EDUC 5004,EDUC 4001 or EDUC 5001 or EDUC 4217 or EDUC 5217,,,0.0,,
EDUC 5007,none,,,0.0,Admission to the post-baccalaureate teaching licensure program,
EDUC 5017,none,,,0.0,Admission to the post-baccalaureate teaching licensure program,
EDUC 5027,none,,,0.0,Admission to the post-baccalaureate teaching licensure program,
EDUC 5037,none,,,0.0,Admission to the post-baccalaureate teaching licensure program,
EDUC 5047,none,,,0.0,Admission to the post-baccalaureate teaching licensure program,
EDUC 5067,none,,,0.0,Admission to post-baccalaureate teaching licensure program,
EDUC 5100,none,,,0.0,,
EDUC 5200,none,,,0.0,,
EDUC 5217,none,,,0.0,,
EDUC 5230,none,,,0.0,,
EDUC 5277,none,,,0.0,,
EDUC 5327,none,,,0.0,,
EDUC 5337,none,,,0.0,Admission to the post-baccalaureate teaching licensure program,
EDUC 5367,none,,,0.0,,
EDUC 5540,none,,,0.0,,
EDUC 5600,none,,,0.0,,
EDUC 5931,none,,,0.0,,
EDUC 5964,none,,,0.0,Admission to the post-baccalaureate teaching licensure program,
EDUC 6000,none,,,0.0,Admission to the Teach For America program,
EDUC 6030,none,,,0.0,Admission to the Teach For America program,
EDUC 6040,none,,,0.0,,
EDUC 6060,none,,,0.0,,
EDUC 6070,none,,,0.0,,
EDUC 6080,none,,,0.0,,
EDUC 6090,none,,,0.0,,
EDUC 6340,none,,,0.0,,
EDUC 6350,none,,,0.0,Only open to Teach for America corps members,
EDUC 6360,none,,,0.0,Only open to Teach for America corps members,
EDUC 6365,none,,,0.0,Only open to Teach for America corps members,
EDUC 6370,none,,,0.0,Only open to Teach for America corps members,
EDUC 6930,none,major_restriction,,0.0,Admitted to the graduate EDUC program; or cons. of dept,
EDUC 6965,EDUC 5297,instructor_consent,,0.0,EDUC 5297 and cons. of dept; admission to the College of Education. Consent required,
EDUC 6966,EDUC 5297,instructor_consent,,0.0,EDUC 5297 and cons. of dept; admission to the College of Education. Consent required,
EDUC 6971,none,instructor_consent,,0.0,Admission to Noyce Scholar Graduate STEM Teacher Preparation Program. Consent required,
EDUC 6972,EDUC 6971,instructor_consent,,0.0,EDUC 6971 . Consent required,
EDUC 6973,EDUC 6972,instructor_consent,,0.0,EDUC 6972 . Consent required,
EDUC 6974,EDUC 6973,instructor_consent,,0.0,EDUC 6973 . Consent required,
EECE 1200,none,,,0.0,Enrolled in the OPUS College of Engineering,
EECE 1210,none,,,0.0,Enrolled in the OPUS College of Engineering,
EECE 1610,none,,,0.0,Enrolled in the OPUS College of Engineering,
EECE 2001,none,,,0.0,,
EECE 2010,MATH 1451 or MATH 1455,may_be_concurrent,MATH 1451,0.0,enrolled in the OPUS College of Engineering,
EECE 2015,none,,,0.0,,
EECE 2030,none,standing_requirement,,2.0,Soph. stndg,
EECE 2035,EECE 2010 or EECE 2015 or ELEN 2020 or COEN 2020 or EECE 2030,may_be_concurrent,EECE 2010,0.0,,
EECE 3010,EECE 2010,,,0.0,,
EECE 3015,EECE 2030;EECE 1610 or BIEN 1120,,,0.0,,
EECE 4410,none,standing_requirement,,4.0,Sr. stndg,
EECE 4510,ELEN 3020 or BIEN 3300,instructor_consent,,0.0,or cons. of instr,
EECE 4520,ELEN 3020,,,0.0,,
EECE 4530,ELEN 3020,,,0.0,,
EECE 4740,EECE 2030;EECE 3015,,,0.0,,
EECE 5090,none,instructor_consent,,0.0,Cons. of instr. or grad. stndg,
EECE 5100,none,,,0.0,,
EECE 5110,none,,,0.0,,
EECE 5130,none,,,0.0,,
EECE 5150,none,,,0.0,,
EECE 5190,none,instructor_consent,,0.0,Cons. of instr. or grad. stndg,
EECE 5210,none,,,0.0,,
EECE 5220,none,,,0.0,,
EECE 5230,none,,,0.0,,
EECE 5240,none,,,0.0,,
EECE 5250,none,,,0.0,,
EECE 5290,none,,,0.0,,
EECE 5310,none,,,0.0,,
EECE 5320,none,,,0.0,,
EECE 5390,none,,,0.0,,
EECE 5410,none,,,0.0,,
EECE 5430,none,,,0.0,,
EECE 5440,none,,,0.0,,
EECE 5460,none,,,0.0,,
EECE 5490,none,,,0.0,,
EECE 5510,none,,,0.0,,
EECE 5520,none,,,0.0,,
EECE 5530,none,,,0.0,,
EECE 5550,none,,,0.0,,
EECE 5560,none,,,0.0,,
EECE 5565,none,,,0.0,,
EECE 5570,none,,,0.0,,
EECE 5590,none,,,0.0,,
EECE 5610,COEN 2610,,,0.0,,
EECE 5620,none,,,0.0,,
EECE 5630,none,,,0.0,,
EECE 5650,COSC 2010,,,0.0,,
EECE 5690,none,instructor_consent,,0.0,Cons. of instr. Consent required,
EECE 5710,none,,,0.0,,
EECE 5730,none,,,0.0,,
EECE 5740,none,,,0.0,,
EECE 5790,none,instructor_consent,,0.0,Cons. of instr,
EECE 5800,none,,,0.0,,
EECE 5820,none,,,0.0,,
EECE 5830,none,,,0.0,,
EECE 5840,none,,,0.0,,
EECE 5850,COSC 2010 or MATH 1450 or MATH 2105,,,0.0,,
EECE 5860,COSC 2010 or MATH 1451,,,0.0,,
EECE 5870,COSC 2010 or MATH 1450 or MATH 2105,,,0.0,,
EECE 5890,none,,,0.0,,
EECE 6010,MATH 2451,,,0.0,,
EECE 6020,MATH 2451,,,0.0,,
EECE 6090,none,instructor_consent,,0.0,Cons. of instr; GE employee. Consent required,
EECE 6092,none,instructor_consent,,0.0,Cons. of instr; GE employee. Consent required,
EECE 6094,none,instructor_consent,,0.0,Cons. of instr; GE employee. Consent required,
EECE 6110,EECE 3110,,,0.0,,
EECE 6120,EECE 3120,,,0.0,,
EECE 6130,ELEN 3120 or MATH 2451,,,0.0,,
EECE 6210,ELEN 3210 or MATH 2451,,,0.0,,
EECE 6220,ELEN 3210,,,0.0,,
EECE 6230,MATH 2451,,,0.0,and proficiency in computer programming,
EECE 6240,none,,,0.0,,
EECE 6310,EECE 6010;MEEN 6101,may_be_concurrent,EECE 6010;MEEN 6101,0.0,,
EECE 6320,EECE 6010 or EECE 6310,,,0.0,,
EECE 6330,EECE 6010 or EECE 6310,,,0.0,,
EECE 6340,none,,,0.0,,
EECE 6420,ELEN 3110,,,0.0,,
EECE 6425,EECE 4410,instructor_consent,,0.0,EECE 4410 or cons. of instr,
EECE 6430,ELEN 3110,,,0.0,,
EECE 6450,ELEN 3020 or ELEN 3110,,,0.0,,
EECE 6510,EECE 5510 or EECE 6020,,,0.0,,
EECE 6520,EECE 5510,,,0.0,,
EECE 6530,EECE 5510,,,0.0,,
EECE 6540,none,,,0.0,,
EECE 6560,none,,,0.0,,
EECE 6570,EECE 6020,,,0.0,,
EECE 6710,COEN 5710,,,0.0,,
EECE 6810,EECE 5650,,,0.0,,
EECE 6820,COSC 2010 or MATH 1450 or MATH 2105,,,0.0,,
EECE 6822,EECE 6820,,,0.0,,
EECE 6830,EECE 6020,,,0.0,,
EECE 6840,MATH 1451,,,0.0,,
EECE 6931,none,,,0.0,,
EECE 6932,none,,,0.0,,
EECE 6952,none,,,0.0,,
EECE 6953,none,instructor_consent,,0.0,Cons. of instr. Consent required,
EECE 6964,none,,,0.0,"3.00 MU GPA; must be enrolled in Plan B option of the M.S. in computing program and have completed at least 21 credit hours of course work, with 15 credit hours earned in graduate (6000-level) courses",
EECE 6995,none,instructor_consent,,0.0,Cons. of instr. and cons. of dept. ch. Consent required,
EECE 6999,none,instructor_consent,,0.0,Cons. of instr. Consent required,
EECE 8097,none,,,0.0,Enrolled in the EECE Ph.D. program,
EECE 8098,none,instructor_consent,,0.0,Enrolled in the EECE Ph.D. program. Consent required,
EECE 8099,none,,,0.0,Enrolled in the EECE Ph.D. program,
EECE 8932,none,instructor_consent,,0.0,Cons. of instr. Consent required,
EECE 8986,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
EECE 8995,none,instructor_consent,,0.0,Cons. of instr. and cons. of dept. ch. Consent required,
EECE 8999,none,instructor_consent,,0.0,Cons. of instr. Consent required,
EECE 9970,none,instructor_consent,,0.0,Consent required,
EECE 9974,none,instructor_consent,,0.0,Consent required,
EECE 9975,none,instructor_consent,,0.0,Consent required,
EECE 9976,none,instructor_consent,,0.0,Consent required,
EECE 9986,none,instructor_consent,,0.0,Consent required,
EECE 9987,none,instructor_consent,,0.0,Consent required,
EECE 9988,none,instructor_consent,,0.0,Consent required,
EECE 9989,none,instructor_consent,,0.0,Consent required,
EECE 9994,none,instructor_consent,,0.0,Consent required,
EECE 9995,none,instructor_consent,,0.0,Consent required,
EECE 9996,none,instructor_consent,,0.0,Consent required,
EECE 9997,none,instructor_consent,,0.0,Consent required,
EECE 9998,none,instructor_consent,,0.0,Consent required,
EECE 9999,none,instructor_consent,,0.0,Consent required,
ELEN 2020,EECE 2010,,,0.0,,
ELEN 2040,EECE 2010 or MATH 2450 or MATH 1455,,,0.0,,
ELEN 3001,MATH 1451 or MATH 1455,,,0.0,,
ELEN 3020,ELEN 2020;MATH 2451;EECE 2001 or MATH 2451;BIEN 2300 or MATH 2451;ELEN 3001 or MATH 2451,,,0.0,,
ELEN 3025,EECE 3010;ELEN 2020;EECE 2015,,,0.0,,
ELEN 3030,EECE 3010;ELEN 2020,,,0.0,,
ELEN 3035,ELEN 3030;ELEN 3025;MATH 4720,,,0.0,,
ELEN 3110,ELEN 2020 or MATH 1455 or PHYS 1004 or PHYS 1014,,,0.0,,
ELEN 3120,ELEN 3110,,,0.0,,
ELEN 3210,ELEN 3110,,,0.0,,
ELEN 4090,none,instructor_consent;standing_requirement,,4.0,Cons. of instr. or Sr. stndg,
ELEN 4100,ELEN 3110,,,0.0,,
ELEN 4110,ELEN 3120,,,0.0,,
ELEN 4130,ELEN 3120 or ELEN 4100,,,0.0,,
ELEN 4150,ELEN 3110,,,0.0,,
ELEN 4190,none,instructor_consent;standing_requirement,,4.0,Cons. of instr. or Sr. stndg,
ELEN 4210,ELEN 2020;ELEN 3110;ELEN 3210,,,0.0,,
ELEN 4220,EECE 3010;ELEN 3020,,,0.0,,
ELEN 4230,ELEN 2020;ELEN 3020,,,0.0,,
ELEN 4240,ELEN 2020;ELEN 3110;ELEN 3210,,,0.0,,
ELEN 4250,ELEN 2020;ELEN 3110,,,0.0,,
ELEN 4290,none,instructor_consent;standing_requirement,,4.0,Cons. of instr. or Sr. stndg,
ELEN 4310,ELEN 3020 or BIEN 3300,,,0.0,,
ELEN 4320,ELEN 3020 or BIEN 3300,,,0.0,,
ELEN 4390,none,instructor_consent;standing_requirement,,4.0,Cons. of instr. or Sr. stndg,
ELEN 4430,EECE 3010;ELEN 3110,,,0.0,,
ELEN 4440,EECE 3010;ELEN 3110,,,0.0,,
ELEN 4460,none,standing_requirement,,4.0,Sr. stndg,
ELEN 4490,none,instructor_consent;standing_requirement,,4.0,Cons. of instr. or Sr. stndg,
ELEN 4550,none,instructor_consent;standing_requirement,,4.0,Sr. stndg. or cons. of instr,
ELEN 4560,BIEN 3300 or ELEN 3020,,,0.0,,
ELEN 4565,MATH 4720;ELEN 3110,standing_requirement,,4.0,"MATH 4720 , Sr. stndg. and ELEN 3110",
ELEN 4570,ELEN 3020 or BIEN 3300;ELEN 3110,,,0.0,,
ELEN 4590,none,instructor_consent;standing_requirement,,4.0,Cons. of instr. or Sr. stndg,
ELEN 4920,BIEN 4920;COEN 4920;MEEN 4920,standing_requirement,,3.0,"Sr. stndg; Co-op students, jr. stndg. Cross-listed with BIEN 4920 , COEN 4920 and MEEN 4920",
ELEN 4995,none,instructor_consent;standing_requirement,,3.0,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required",
ELEN 4998,ELEN 4920;BIEN 4998;COEN 4998;MEEN 4998,,,0.0,,
ENDO 6000,none,,,0.0,,
ENDO 6011,none,major_restriction,,0.0,Admitted to Endodontics program,
