course_code,prerequisites,prereq_warnings,concurrent_with,min_standing,notes,warning_text
POSC 4221,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4241,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4251,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4276,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4281,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4291,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4299,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4341,POSC 2201,standing_requirement,,3.0,or Jr. stndg,
POSC 4351,POSC 2201 or POSC 2601,standing_requirement,,3.0,"POSC 2201 , POSC 2601 or Jr. stndg",
POSC 4356,POSC 2201 or POSC 2601,standing_requirement,,3.0,"POSC 2201 , POSC 2601 or Jr. stndg",
POSC 4361,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4366,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4371,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4376,POSC 2201,standing_requirement,,3.0,POSC 2201 or Jr. stndg,
POSC 4381,none,standing_requirement,,3.0,Jr. stndg,
POSC 4406,POSC 2401,standing_requirement,,3.0,POSC 2401 or Jr. stndg,
POSC 4411,POSC 2401,standing_requirement,,3.0,or Jr. stndg,
POSC 4416,POSC 2401,standing_requirement,,3.0,or Jr. stndg,
POSC 4421,POSC 2401,standing_requirement,,3.0,POSC 2401 or Jr. stndg,
POSC 4451,none,,,0.0,,
POSC 4461,none,standing_requirement,,3.0,Jr. stndg,
POSC 4499,POSC 2401,standing_requirement,,3.0,POSC 2401 or Jr. stndg,
POSC 4501,POSC 2401,standing_requirement,,3.0,POSC 2401 or Jr. stndg,
POSC 4511,POSC 2401,standing_requirement,,3.0,POSC 2401 or Jr. stndg,
POSC 4521,POSC 2401,standing_requirement,,3.0,POSC 2401 or Jr. stndg,
POSC 4541,POSC 2401,standing_requirement,,3.0,POSC 2401 or Jr. stndg,
POSC 4601,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4611,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4621,ECON 1104 or POSC 2601,standing_requirement,,3.0,ECON 1104 and POSC 2601 or Jr. stndg,
POSC 4631,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4633,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. Stndg,
POSC 4635,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4636,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4641,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4642,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4643,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4646,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4651,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4653,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4661,ECON 1104 or POSC 2601,standing_requirement,,3.0,ECON 1104 and either POSC 2601 or Jr. stndg,
POSC 4699,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4701,POSC 2601,standing_requirement,,3.0,POSC 2601 or Jr. stndg,
POSC 4731,POSC 2401 or POSC 2601,standing_requirement,,3.0,POSC 2401 or POSC 2601 or Jr. stndg,
POSC 4801,POSC 2801,standing_requirement,,3.0,POSC 2801 or Jr. stndg,
POSC 4811,POSC 2801,standing_requirement,,3.0,POSC 2801 or Jr. stndg,
POSC 4821,POSC 2801,standing_requirement,,3.0,POSC 2801 or Jr. stndg,
POSC 4861,POSC 2801,standing_requirement,,3.0,or Jr. stndg,
POSC 4871,POSC 2801,standing_requirement,,3.0,POSC 2801 or Jr. stndg,
POSC 4899,POSC 2801,standing_requirement,,3.0,POSC 2801 or Jr. stndg,
POSC 4931,none,standing_requirement,,3.0,Jr. stndg,
POSC 4932,none,,,0.0,Acceptance to the Aspin Washington D.C. Internship Program,
POSC 4985,none,instructor_consent,,0.0,Admission to the Les Aspin program in Washington D.C. Consent required,
POSC 4986,none,major_restriction;instructor_consent,,0.0,Admitted to the Les Aspin Center for Government program. Consent required,
POSC 4987,POSC 2201 or OR 2401 or OR 2061,instructor_consent;standing_requirement,,3.0,or Jr. stndg. Consent required,
POSC 4995,none,instructor_consent;standing_requirement,,3.0,"Jr. stndg., cons. of instr., and cons. of dept. ch. Consent required",
POSC 4999,POSC 4995,instructor_consent;standing_requirement;may_be_concurrent,POSC 4995,4.0,"Sr. stndg., POSC 4995 , which may be taken concurrently, and cons. of dept. ch. Three semester hours of POSC 4995 are required. Consent required",
POSC 5191,none,,,0.0,,
POSC 5193,none,,,0.0,,
POSC 5195,none,,,0.0,,
POSC 5201,none,,,0.0,,
POSC 5211,none,,,0.0,,
POSC 5212,none,,,0.0,,
POSC 5213,none,,,0.0,,
POSC 5216,none,,,0.0,,
POSC 5219,none,,,0.0,,
POSC 5221,none,,,0.0,,
POSC 5241,none,,,0.0,,
POSC 5251,none,,,0.0,,
POSC 5276,none,,,0.0,,
POSC 5281,none,,,0.0,,
POSC 5291,none,,,0.0,,
POSC 5299,none,,,0.0,,
POSC 5341,none,,,0.0,,
POSC 5351,none,,,0.0,,
POSC 5356,none,,,0.0,,
POSC 5361,none,,,0.0,,
POSC 5366,none,,,0.0,,
POSC 5371,none,,,0.0,,
POSC 5376,none,,,0.0,,
POSC 5381,none,,,0.0,,
POSC 5406,none,,,0.0,,
POSC 5411,none,,,0.0,,
POSC 5416,none,,,0.0,,
POSC 5421,none,,,0.0,,
POSC 5451,none,,,0.0,,
POSC 5461,none,,,0.0,,
POSC 5499,none,,,0.0,,
POSC 5501,none,,,0.0,,
POSC 5511,none,,,0.0,,
POSC 5521,none,,,0.0,,
POSC 5541,none,,,0.0,,
POSC 5551,none,,,0.0,,
POSC 5601,none,,,0.0,,
POSC 5611,none,,,0.0,,
POSC 5621,none,,,0.0,,
POSC 5631,none,,,0.0,,
POSC 5633,none,,,0.0,,
POSC 5635,none,,,0.0,,
POSC 5636,none,,,0.0,,
POSC 5641,none,,,0.0,,
POSC 5642,none,,,0.0,,
POSC 5643,none,,,0.0,,
POSC 5646,none,,,0.0,,
POSC 5651,none,,,0.0,,
POSC 5661,none,,,0.0,,
POSC 5699,none,,,0.0,,
POSC 5701,none,,,0.0,,
POSC 5731,none,,,0.0,,
POSC 5801,none,,,0.0,,
POSC 5811,none,,,0.0,,
POSC 5821,none,,,0.0,,
POSC 5861,none,,,0.0,,
POSC 5871,none,,,0.0,,
POSC 5899,none,,,0.0,,
POSC 5931,none,,,0.0,,
POSC 6101,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6102,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate program dir. or cons. of adviser. Consent required",
POSC 6201,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6211,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6221,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6231,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6281,none,,,0.0,,
POSC 6361,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6401,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6411,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6421,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6441,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6446,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6461,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6501,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6521,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6601,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6621,none,,,0.0,,
POSC 6631,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6651,none,instructor_consent,,0.0,Consent required,
POSC 6701,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6731,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6801,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6931,none,,,0.0,,
POSC 6954,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6956,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6958,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6960,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6986,none,instructor_consent,,0.0,Cons. of dir. of graduate studies; degree status in the POSC or INAF program; and at least one related course. Consent required,
POSC 6995,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 6998,none,,,0.0,,
POSC 6999,none,instructor_consent,,0.0,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required",
POSC 9970,none,instructor_consent,,0.0,Consent required,
POSC 9974,none,instructor_consent,,0.0,Consent required,
POSC 9975,none,instructor_consent,,0.0,Consent required,
POSC 9976,none,instructor_consent,,0.0,Consent required,
POSC 9977,none,instructor_consent,,0.0,Consent required,
POSC 9978,none,instructor_consent,,0.0,Consent required,
POSC 9979,none,instructor_consent,,0.0,Consent required,
POSC 9984,none,instructor_consent,,0.0,Consent required,
POSC 9985,none,instructor_consent,,0.0,Consent required,
POSC 9986,none,instructor_consent,,0.0,Consent required,
POSC 9991,none,instructor_consent,,0.0,Consent required,
POSC 9992,none,instructor_consent,,0.0,Consent required,
POSC 9993,none,instructor_consent,,0.0,Consent required,
POSC 9994,none,instructor_consent,,0.0,Consent required,
POSC 9995,none,instructor_consent,,0.0,Consent required,
POSC 9996,none,instructor_consent,,0.0,Consent required,
PROS 6000,none,,,0.0,,
PROS 6201,none,major_restriction,,0.0,Admitted to Prosthodontics program,
PROS 6202,PROS 6201,major_restriction,,0.0,"PROS 6201 , and admitted to Prosthodontics program",
PROS 6203,PROS 6202,major_restriction,,0.0,"PROS 6202 , and admitted to Prosthodontics program",
PROS 6204,PROS 6203,major_restriction,,0.0,"PROS 6203 , and admitted to Prosthodontics program",
PROS 6205,PROS 6204,major_restriction,,0.0,"PROS 6204 , and admitted to Prosthodontics program",
PROS 6206,PROS 6205,major_restriction,,0.0,"PROS 6205 , and admitted to Prosthodontics program",
PROS 6400,none,major_restriction,,0.0,Admitted to Prosthodontics program,
PROS 6953,none,major_restriction,,0.0,Admitted to Prosthodontics program,
PROS 6954,none,major_restriction,,0.0,Admitted to Prosthodontics program,
PROS 6955,none,major_restriction,,0.0,Admitted to Prosthodontics program,
PROS 6956,none,major_restriction,,0.0,Admitted to Prosthodontics program,
PROS 6957,none,major_restriction,,0.0,Admitted to Prosthodontics program,
PROS 6958,none,major_restriction,,0.0,Admitted to Prosthodontics program,
PROS 6960,none,,,0.0,,
PSYC 1001,none,,,0.0,,
PSYC 1700,PSYC 1001;MATH 1700,,,0.0,,
PSYC 1700H,MATH 1700H,,,0.0,Admission to Marquette University Honors program,
PSYC 2001,none,,,0.0,,
PSYC 2001H,PSYC 1001;MATH 1100,,,0.0,admission to University Honors Program,
PSYC 2050,PSYC 1001;MATH 1700;PSYC 1700,,,0.0,,
PSYC 2050H,PSYC 1001;MATH 1700H or MATH 1700 or PSYC 1700H or PSYC 1700;PSYC 2001H,,,0.0,,
PSYC 2101,PSYC 1001,,,0.0,,
PSYC 3101,PSYC 1001 or EDUC 1001,,,0.0,or equiv,
PSYC 3120,PSYC 1001,,,0.0,,
PSYC 3201,PSYC 1001,,,0.0,,
PSYC 3210,PSYC 2050 or PSYC 2050H;PSYC 3201,,,0.0,,
PSYC 3220,PSYC 1001,,,0.0,"PSYC 1001 or equiv., or INGS major or minor",
PSYC 3240,PSYC 1001;PSYC 3201,,,0.0,,
PSYC 3301,PSYC 1001,,,0.0,,
PSYC 3320,PSYC 1001,,,0.0,,
PSYC 3401,PSYC 1001,,,0.0,,
PSYC 3410,PSYC 3101,,,0.0,,
PSYC 3430,PSYC 2050 or PSYC 2050H;PSYC 3601,,,0.0,"or PSYC 3601 , or equiv., or Mental Health Applications minor",
PSYC 3440,PSYC 2050 or PSYC 2050H,,,0.0,PSYC 2050 or PSYC 2050H or Mental Health Applications minor,
PSYC 3501,PSYC 1001,,,0.0,,
PSYC 3550,MATH 1700;PSYC 1700;PSYC 3201,,,0.0,,
PSYC 3560,PSYC 1001,,,0.0,,
PSYC 3601,PSYC 1001,,,0.0,,
PSYC 3610,PSYC 1001,,,0.0,,
PSYC 3650,PSYC 1001;PSYC 3601,,,0.0,and PSYC 3601 or INCG major or NRSC minor,
PSYC 3830,PSYC 1001,,,0.0,,
PSYC 3840,PSYC 1001,,,0.0,,
PSYC 4135,PSYC 1001,,,0.0,,
PSYC 4210,PSYC 1001;MATH 1700;PSYC 1700,,,0.0,or cons. dept,
PSYC 4230,PSYC 1001,,,0.0,or cons. of dept,
PSYC 4320,PSYC 3320 or PSYC 3601,,,0.0,,
PSYC 4330,PSYC 1001,instructor_consent,,0.0,or engineering major; or cons. of instr,
PSYC 4350,PSYC 1001,,,0.0,,
PSYC 4420,PSYC 2050 or PSYC 2050H;PSYC 3601,,,0.0,PSYC 3601 or Mental Health Applications minor; or cons. of dept,
PSYC 4701,PSYC 3401 or PSYC 3410,standing_requirement,,3.0,and Jr. or Sr. stndg,
PSYC 4720,PSYC 2050 or PSYC 2050H,,,0.0,or INGS major or minor; or Mental Health Applications minor,
PSYC 4730,PSYC 3401 or PSYC 3410,,,0.0,,
PSYC 4740,none,instructor_consent,,0.0,cons. of instr. Consent required,
PSYC 4800,PSYC 1001,,,0.0,,
PSYC 4801,PSYC 1001,,,0.0,,
PSYC 4820,PSYC 1001,instructor_consent,,0.0,PSYC 1001 . Consent required,
PSYC 4870,PSYC 1001,,,0.0,,
PSYC 4880,PSYC 1001,,,0.0,,
PSYC 4931,none,instructor_consent,,0.0,Cons. of instr. varies by topic,
PSYC 4954H,none,,,0.0,Admission to Psychology Disciplinary Honors Program,
PSYC 4956,none,instructor_consent,,0.0,Cons. of instr,
PSYC 4956H,none,instructor_consent,,0.0,Cons. of instr; admission to Psychology Disciplinary Honors Program. Consent required,
PSYC 4960,none,instructor_consent,,0.0,Cons. of instr. Consent required,
PSYC 4963,none,instructor_consent;standing_requirement,,3.0,Jr. or Sr. stndg; 3.350 Psychology GPA. Consent required,
PSYC 4964,none,instructor_consent;standing_requirement,,4.0,"Sr. stndg., psychology major, and cons. of dept. ch. Consent required",
PSYC 4995,none,instructor_consent,,0.0,Cons. of instr. Consent required,
PSYC 4999,PSYC 2050 or PSYC 2050H,instructor_consent;standing_requirement,,4.0,"PSYC major, PSYC 2050 or PSYC 2050H , Sr. stndg., 3.000 GPA, and GPA of at least 3.500 in Psychology. Consent required",
PSYC 5210,none,,,0.0,"Enrolled in APDA program, or cons. of dept",
PSYC 5230,none,,,0.0,"Enrolled in APDA-MS program, or cons. of dept",
PSYC 5330,none,,,0.0,,
PSYC 5350,none,,,0.0,,
PSYC 5420,none,,,0.0,Enrolled in the ADPA-MS or cons. of dept,
PSYC 5800,none,,,0.0,,
PSYC 5820,none,,,0.0,,
PSYC 6135,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 6201,none,instructor_consent,,0.0,Enrolled in APDA-MS program. Consent required,
PSYC 6211,none,instructor_consent,,0.0,Enrolled in APDA-MS program; and introductory social psychology course. Consent required,
PSYC 6221,none,instructor_consent,,0.0,Enrolled in APDA-MS program. Consent required,
PSYC 6840,none,instructor_consent,,0.0,Admission to behavior analysis specialization; or cons. of dept. Consent required,
PSYC 6860,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 6870,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 6880,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 6953,none,instructor_consent,,0.0,Enrolled in APDA-MS program. Consent required,
PSYC 6956,none,major_restriction,,0.0,Admitted to CLPS program,
PSYC 6968,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 6997,none,instructor_consent,,0.0,Enrolled in APDA-MS program. Consent required,
PSYC 6998,none,instructor_consent,,0.0,Consent required,
PSYC 6999,none,instructor_consent,,0.0,Consent required,
PSYC 8098,none,,,0.0,Enrolled in the PSYC Ph.D. program,
PSYC 8101,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8102,PSYC 8101,,,0.0,Admission to CLPS program and PSYC 8101; or cons. of dept,
PSYC 8115,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 8125,PSYC 8101,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8201,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8202,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8301,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8302,PSYC 8301,,,0.0,Admission to CLPS program and PSYC 8301; or cons. of dept,
PSYC 8321,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8322,PSYC 8321,,,0.0,Admission to CLPS program and PSYC 8321; or cons. of dept,
PSYC 8332,PSYC 8321,,,0.0,Admission to CLPS program and PSYC 8321; or cons. of dept,
PSYC 8340,PSYC 8321,,,0.0,Enrolled in the CLPS program and PSYC 8321; or cons. of dept,
PSYC 8341,none,instructor_consent,,0.0,Cons. of dept. Consent required,
PSYC 8352,none,,,0.0,"Previous graduate-level course work in assessment and psychotherapy interventions, and admission to CLPS program; or cons. of dept",
PSYC 8360,none,instructor_consent,,0.0,Cons. of dept. Consent required,
PSYC 8401,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8420,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8511,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8525,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8630,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8660,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8665,none,instructor_consent,,0.0,Cons. of dept. Consent required,
PSYC 8668,none,instructor_consent,,0.0,"Cons. of dept; and completion of B.A. or B.S. in management, social sciences, or engineering. Consent required",
PSYC 8740,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8780,none,,,0.0,Admission to CLPS program; or cons. of dept,
PSYC 8787,PSYC 8780 or PSYC 8401,,,0.0,"Admission to CLPS program; or PSYC 8780 or equiv., PSYC 8401 , and cons. of dept",
PSYC 8810,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 8830,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 8850,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 8931,none,instructor_consent,,0.0,Cons. of dept. Consent required,
PSYC 8932,none,instructor_consent,,0.0,Consent required,
PSYC 8952,none,,,0.0,,
PSYC 8953,none,,,0.0,First year student in CLPS or cons. of dept,
PSYC 8954,none,,,0.0,Second year student in CLPS or cons. of dept,
PSYC 8955,none,,,0.0,Admission to CLPS program and cons. of dept,
PSYC 8958,none,,,0.0,Admission to behavior analysis specialization; or cons. of dept,
PSYC 8965,none,,,0.0,Admission to CLPS program,
PSYC 8975,none,,,0.0,Admission to CLPS program,
PSYC 8986,none,instructor_consent,,0.0,Admission to CLPS program. Consent required,
PSYC 8995,none,instructor_consent,,0.0,Consent required,
PSYC 8999,none,instructor_consent,,0.0,Consent required,
PSYC 9970,none,instructor_consent,,0.0,Consent required,
PSYC 9974,none,instructor_consent,,0.0,Consent required,
PSYC 9975,none,instructor_consent,,0.0,Consent required,
PSYC 9976,none,instructor_consent,,0.0,Consent required,
PSYC 9977,none,instructor_consent,,0.0,Admission to CLPS program. Consent required,
PSYC 9984,none,instructor_consent,,0.0,Consent required,
PSYC 9985,none,instructor_consent,,0.0,Consent required,
PSYC 9986,none,instructor_consent,,0.0,Consent required,
PSYC 9987,none,instructor_consent,,0.0,Consent required,
PSYC 9988,none,instructor_consent,,0.0,Consent required,
PSYC 9989,none,instructor_consent,,0.0,Consent required,
PSYC 9991,none,instructor_consent,,0.0,Consent required,
PSYC 9992,none,instructor_consent,,0.0,Consent required,
PSYC 9993,none,instructor_consent,,0.0,Consent required,
PSYC 9994,none,instructor_consent,,0.0,Consent required,
PSYC 9995,none,instructor_consent,,0.0,Consent required,
PSYC 9996,none,instructor_consent,,0.0,Consent required,
PSYC 9997,none,instructor_consent,,0.0,Consent required,
PSYC 9998,none,instructor_consent,,0.0,Consent required,
PSYC 9999,none,instructor_consent,,0.0,Consent required,
PUBS 6000,none,,,0.0,,
PUBS 6025,none,,,0.0,,
PUBS 6051,none,,,0.0,,
PUBS 6210,none,,,0.0,,
PUBS 6215,none,,,0.0,,
PUBS 6220,none,,,0.0,,
PUBS 6230,none,,,0.0,,
PUBS 6235,none,,,0.0,,
PUBS 6237,none,,,0.0,,
PUBS 6240,none,,,0.0,,
PUBS 6250,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
PUBS 6281,none,,,0.0,,
PUBS 6521,none,,,0.0,,
PUBS 6525,none,,,0.0,,
PUBS 6530,none,,,0.0,,
PUBS 6535,none,,,0.0,,
PUBS 6540,none,,,0.0,,
PUBS 6541,none,,,0.0,,
PUBS 6571,none,,,0.0,,
PUBS 6581,none,,,0.0,,
PUBS 6931,none,,,0.0,,
PUBS 6964,none,,,0.0,,
PUBS 6995,none,instructor_consent,,0.0,Cons. of dept. ch. and cons. of prog. dir. Consent required,
PUBS 6998,none,,,0.0,,
PUBS 9970,none,instructor_consent,,0.0,Consent required,
PUBS 9974,none,instructor_consent,,0.0,Consent required,
PUBS 9976,none,instructor_consent,,0.0,Consent required,
PUBS 9984,none,instructor_consent,,0.0,Consent required,
PUBS 9985,none,instructor_consent,,0.0,Consent required,
PUBS 9986,none,instructor_consent,,0.0,Consent required,
PUBS 9991,none,instructor_consent,,0.0,Consent required,
PUBS 9992,none,instructor_consent,,0.0,Consent required,
PUBS 9993,none,instructor_consent,,0.0,Consent required,
PURE 1800,none,,,0.0,,
PURE 3000,PURE 1800;COMM 2500,major_restriction,,0.0,"PURE 1800 and COMM 2500 , declared PURE majors and minors",
PURE 3600,PURE 1800;ADPR 2200,major_restriction,,0.0,"and restricted to declared ADVE, CCOM and PURE majors and minors",
PURE 3800,PURE 1800,instructor_consent,,0.0,PURE major or minor; or cons. of instr,
PURE 3850,ADVE 1400 or CCOM 2000 or PURE 1800,,,0.0,"ADVE, CCOM, or PURE major or minor",
PURE 3986,ADPR 2200;PURE 1800;PURE 1800 or JOUR 1100,instructor_consent,,0.0,ADPR 2200 and PURE 1800 and cons. of dept. ch; or PURE 1800 and JOUR 1100 and cons. of dept. ch. Consent required,
PURE 4997,PURE 1800;PURE 3600;PURE 3800,instructor_consent,,0.0,PURE major; or cons. of instr,
REAL 3001,ECON 1103;ACCO 1030,,,0.0,,
REAL 3986,REAL 3001,instructor_consent,,0.0,cons. of prog. dir. and cons. of Business Career Center. Consent required,
REAL 4061,REAL 3001 or REAL 4002 or FINA 4002,,,0.0,,
REAL 4100,REAL 3001 or REAL 4002 or FINA 4002,,,0.0,,
REAL 4120,REAL 3001 or REAL 4002 or FINA 4002 or REAL 4061,,,0.0,,
REAL 4210,FINA 3001 or REAL 3001 or FINA 4002 or REAL 4002,may_be_concurrent,FINA 3001,0.0,"FINA 3001 , REAL 3001 , FINA 4002 or REAL 4002 (which may be concurrent); and acceptance into the REAP program",
REAL 4220,FINA 3001 or REAL 3001 or FINA 4002 or REAL 4002;REAL 4210,,,0.0,,
REAL 4230,FINA 3001 or REAL 3001 or FINA 4002 or REAL 4002;REAL 4210;REAL 4220,,,0.0,,
REAL 4330,none,instructor_consent,,0.0,Cons. of instr. Consent required,
REAL 4931,REAL 3001,,,0.0,,
REAL 4986,REAL 3986,instructor_consent,,0.0,cons. of prog. dir. and cons. of Business Career Center. Consent required,
REAL 4989,REAL 3001,instructor_consent,,0.0,cons. of prog. dir. and cons. of Business Career Center. Consent required,
REAL 4995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
REAL 5061,MBA 6040 or MBA 6060 or FINA 6163,major_restriction,,0.0,"Student required to register, pay and successfully complete ARGUS certification exam to pass class; Admitted to graduate ACCO or ECON program; or cons. of M.B.A. prog. dir",
REAL 5931,MBA 6010 or MBA 6040 or MBA 6060,major_restriction,,0.0,"Admitted to graduate BUAD, ECON, or NURS program and MBA 6010 , MBA 6040 and MBA 6060; or cons. of M.B.A. prog. dir. Prerequisites vary depending on topic",
REAL 6931,MBA 6010 or MBA 6040 or MBA 6060,major_restriction,,0.0,"Admitted to the graduate ACCO, BUAD, ECON, or NURS program and MBA 6010 , MBA 6040 and MBA 6060; or cons. of M.B.A. prog. dir. Prerequisites vary depending on topic",
REAL 6995,MBA 6010;MBA 6040;MBA 6060,major_restriction,,0.0,"Admitted to the graduate ACCO, BUAD, ECON, and NURS program; and cons. of M.B.A. prog. dir",
REIS 1001,none,,,0.0,,
SCMM 6500,none,major_restriction,,0.0,Admitted to the SCMM program,
SCMM 6501,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6502,none,,,0.0,,
SCMM 6504,none,,,0.0,,
SCMM 6505,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6510,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6515,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6520,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6525,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6530,none,major_restriction,,0.0,Admitted to the SCMM program,
SCMM 6535,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6540,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
SCMM 6542,none,major_restriction,,0.0,Admitted to SCMM; or cons. of M.B.A. prog. dir,
