equiv_group_id,course_code,relation_type,scope_program_id,notes
LEVEL_MARK4065_MARK5065,MARK 4065,equivalent,,"same title, different level"
LEVEL_MARK4065_MARK5065,MARK 5065,equivalent,,"same title, different level"
LEVEL_MARK4085_MARK6085,MARK 4085,equivalent,,"same title, different level"
LEVEL_MARK4085_MARK6085,MARK 6085,equivalent,,"same title, different level"
LEVEL_MARK4931_MARK5931,MARK 4931,equivalent,,"same title, different level"
LEVEL_MARK4931_MARK5931,MARK 5931,equivalent,,"same title, different level"
LEVEL_MARK4931_MARK5931,MARK 6931,equivalent,,"same title, different level"
LEVEL_MLSC4127_MLSC7127,MLSC 4127,equivalent,,"same title, different level"
LEVEL_MLSC4127_MLSC7127,MLSC 7127,equivalent,,"same title, different level"
LEVEL_MLSC4180_MLSC7180,MLSC 4180,equivalent,,"same title, different level"
LEVEL_MLSC4180_MLSC7180,MLSC 7180,equivalent,,"same title, different level"
LEVEL_OSCM4931_OSCM5931,OSCM 4931,equivalent,,"same title, different level"
LEVEL_OSCM4931_OSCM5931,OSCM 5931,equivalent,,"same title, different level"
LEVEL_OSCM4931_OSCM5931,OSCM 6931,equivalent,,"same title, different level"
LEVEL_PHIL4450_PHIL6450,PHIL 4450,equivalent,,"same title, different level"
LEVEL_PHIL4450_PHIL6450,PHIL 6450,equivalent,,"same title, different level"
LEVEL_PHIL3710_PHIL6710,PHIL 3710,equivalent,,"same title, different level"
LEVEL_PHIL3710_PHIL6710,PHIL 6710,equivalent,,"same title, different level"
LEVEL_PHIL4954_PHIL5954,PHIL 4954,equivalent,,"same title, different level"
LEVEL_PHIL4954_PHIL5954,PHIL 5954,equivalent,,"same title, different level"
LEVEL_PHYS4046_PHYS5046,PHYS 4046,equivalent,,"same title, different level"
LEVEL_PHYS4046_PHYS5046,PHYS 5046,equivalent,,"same title, different level"
LEVEL_PHYS4050_PHYS5050,PHYS 4050,equivalent,,"same title, different level"
LEVEL_PHYS4050_PHYS5050,PHYS 5050,equivalent,,"same title, different level"
LEVEL_POSC2201_POSC6201,POSC 2201,equivalent,,"same title, different level"
LEVEL_POSC2201_POSC6201,POSC 6201,equivalent,,"same title, different level"
LEVEL_POSC4201_POSC5201,POSC 4201,equivalent,,"same title, different level"
LEVEL_POSC4201_POSC5201,POSC 5201,equivalent,,"same title, different level"
LEVEL_POSC4221_POSC5221,POSC 4221,equivalent,,"same title, different level"
LEVEL_POSC4221_POSC5221,POSC 5221,equivalent,,"same title, different level"
LEVEL_POSC4371_POSC5371,POSC 4371,equivalent,,"same title, different level"
LEVEL_POSC4371_POSC5371,POSC 5371,equivalent,,"same title, different level"
LEVEL_POSC2401_POSC6401,POSC 2401,equivalent,,"same title, different level"
LEVEL_POSC2401_POSC6401,POSC 6401,equivalent,,"same title, different level"
LEVEL_POSC4406_POSC5406,POSC 4406,equivalent,,"same title, different level"
LEVEL_POSC4406_POSC5406,POSC 5406,equivalent,,"same title, different level"
LEVEL_POSC4501_POSC5501,POSC 4501,equivalent,,"same title, different level"
LEVEL_POSC4501_POSC5501,POSC 5501,equivalent,,"same title, different level"
LEVEL_POSC4501_POSC5501,POSC 6501,equivalent,,"same title, different level"
LEVEL_POSC4511_POSC5511,POSC 4511,equivalent,,"same title, different level"
LEVEL_POSC4511_POSC5511,POSC 5511,equivalent,,"same title, different level"
LEVEL_POSC4521_POSC5521,POSC 4521,equivalent,,"same title, different level"
LEVEL_POSC4521_POSC5521,POSC 5521,equivalent,,"same title, different level"
LEVEL_POSC4521_POSC5521,POSC 6521,equivalent,,"same title, different level"
LEVEL_POSC4541_POSC5541,POSC 4541,equivalent,,"same title, different level"
LEVEL_POSC4541_POSC5541,POSC 5541,equivalent,,"same title, different level"
LEVEL_POSC4601_POSC5601,POSC 4601,equivalent,,"same title, different level"
LEVEL_POSC4601_POSC5601,POSC 5601,equivalent,,"same title, different level"
LEVEL_POSC2601_POSC2601H,POSC 2601,equivalent,,"same title, different level"
LEVEL_POSC2601_POSC2601H,POSC 2601H,equivalent,,"same title, different level"
LEVEL_POSC2601_POSC2601H,POSC 6601,equivalent,,"same title, different level"
LEVEL_POSC4611_POSC5611,POSC 4611,equivalent,,"same title, different level"
LEVEL_POSC4611_POSC5611,POSC 5611,equivalent,,"same title, different level"
LEVEL_POSC4621_POSC5621,POSC 4621,equivalent,,"same title, different level"
LEVEL_POSC4621_POSC5621,POSC 5621,equivalent,,"same title, different level"
LEVEL_POSC4646_POSC5646,POSC 4646,equivalent,,"same title, different level"
LEVEL_POSC4646_POSC5646,POSC 5646,equivalent,,"same title, different level"
LEVEL_POSC4661_POSC5661,POSC 4661,equivalent,,"same title, different level"
LEVEL_POSC4661_POSC5661,POSC 5661,equivalent,,"same title, different level"
LEVEL_POSC4731_POSC5731,POSC 4731,equivalent,,"same title, different level"
LEVEL_POSC4731_POSC5731,POSC 5731,equivalent,,"same title, different level"
LEVEL_POSC4731_POSC5731,POSC 6731,equivalent,,"same title, different level"
LEVEL_PSYC4210_PSYC5210,PSYC 4210,equivalent,,"same title, different level"
LEVEL_PSYC4210_PSYC5210,PSYC 5210,equivalent,,"same title, different level"
LEVEL_PSYC4330_PSYC5330,PSYC 4330,equivalent,,"same title, different level"
LEVEL_PSYC4330_PSYC5330,PSYC 5330,equivalent,,"same title, different level"
LEVEL_PSYC4350_PSYC5350,PSYC 4350,equivalent,,"same title, different level"
LEVEL_PSYC4350_PSYC5350,PSYC 5350,equivalent,,"same title, different level"
LEVEL_PSYC4420_PSYC5420,PSYC 4420,equivalent,,"same title, different level"
LEVEL_PSYC4420_PSYC5420,PSYC 5420,equivalent,,"same title, different level"
LEVEL_REAL4061_REAL5061,REAL 4061,equivalent,,"same title, different level"
LEVEL_REAL4061_REAL5061,REAL 5061,equivalent,,"same title, different level"
LEVEL_REAL4931_REAL5931,REAL 4931,equivalent,,"same title, different level"
LEVEL_REAL4931_REAL5931,REAL 5931,equivalent,,"same title, different level"
LEVEL_REAL4931_REAL5931,REAL 6931,equivalent,,"same title, different level"
LEVEL_SOWJ4700_SOWJ5700,SOWJ 4700,equivalent,,"same title, different level"
LEVEL_SOWJ4700_SOWJ5700,SOWJ 5700,equivalent,,"same title, different level"
LEVEL_SPAN4110_SPAN5110,SPAN 4110,equivalent,,"same title, different level"
LEVEL_SPAN4110_SPAN5110,SPAN 5110,equivalent,,"same title, different level"
LEVEL_SPAN4120_SPAN5120,SPAN 4120,equivalent,,"same title, different level"
LEVEL_SPAN4120_SPAN5120,SPAN 5120,equivalent,,"same title, different level"
LEVEL_SPAN4130_SPAN5130,SPAN 4130,equivalent,,"same title, different level"
LEVEL_SPAN4130_SPAN5130,SPAN 5130,equivalent,,"same title, different level"
LEVEL_SPAN4140_SPAN5140,SPAN 4140,equivalent,,"same title, different level"
LEVEL_SPAN4140_SPAN5140,SPAN 5140,equivalent,,"same title, different level"
LEVEL_SPAN4150_SPAN5150,SPAN 4150,equivalent,,"same title, different level"
LEVEL_SPAN4150_SPAN5150,SPAN 5150,equivalent,,"same title, different level"
LEVEL_SPAN4320_SPAN5320,SPAN 4320,equivalent,,"same title, different level"
LEVEL_SPAN4320_SPAN5320,SPAN 5320,equivalent,,"same title, different level"
LEVEL_SPAN4450_SPAN5450,SPAN 4450,equivalent,,"same title, different level"
LEVEL_SPAN4450_SPAN5450,SPAN 5450,equivalent,,"same title, different level"
LEVEL_THAR4210_THAR5210,THAR 4210,equivalent,,"same title, different level"
LEVEL_THAR4210_THAR5210,THAR 5210,equivalent,,"same title, different level"
LEVEL_THAR4220_THAR5220,THAR 4220,equivalent,,"same title, different level"
LEVEL_THAR4220_THAR5220,THAR 5220,equivalent,,"same title, different level"
LEVEL_THAR4230_THAR5230,THAR 4230,equivalent,,"same title, different level"
LEVEL_THAR4230_THAR5230,THAR 5230,equivalent,,"same title, different level"
LEVEL_THAR4600_THAR5600,THAR 4600,equivalent,,"same title, different level"
LEVEL_THAR4600_THAR5600,THAR 5600,equivalent,,"same title, different level"
LEVEL_THEO4000_THEO5000,THEO 4000,equivalent,,"same title, different level"
LEVEL_THEO4000_THEO5000,THEO 5000,equivalent,,"same title, different level"
LEVEL_THEO4020_THEO5020,THEO 4020,equivalent,,"same title, different level"
LEVEL_THEO4020_THEO5020,THEO 5020,equivalent,,"same title, different level"
LEVEL_THEO4210_THEO5210,THEO 4210,equivalent,,"same title, different level"
LEVEL_THEO4210_THEO5210,THEO 5210,equivalent,,"same title, different level"
LEVEL_THEO4250_THEO5250,THEO 4250,equivalent,,"same title, different level"
LEVEL_THEO4250_THEO5250,THEO 5250,equivalent,,"same title, different level"
LEVEL_THEO4270_THEO5270,THEO 4270,equivalent,,"same title, different level"
LEVEL_THEO4270_THEO5270,THEO 5270,equivalent,,"same title, different level"
LEVEL_THEO4300_THEO5300,THEO 4300,equivalent,,"same title, different level"
LEVEL_THEO4300_THEO5300,THEO 5300,equivalent,,"same title, different level"
LEVEL_THEO4310_THEO5310,THEO 4310,equivalent,,"same title, different level"
LEVEL_THEO4310_THEO5310,THEO 5310,equivalent,,"same title, different level"
LEVEL_THEO4320_THEO5320,THEO 4320,equivalent,,"same title, different level"
LEVEL_THEO4320_THEO5320,THEO 5320,equivalent,,"same title, different level"
LEVEL_THEO4400_THEO5400,THEO 4400,equivalent,,"same title, different level"
LEVEL_THEO4400_THEO5400,THEO 5400,equivalent,,"same title, different level"
LEVEL_THEO4405_THEO5405,THEO 4405,equivalent,,"same title, different level"
LEVEL_THEO4405_THEO5405,THEO 5405,equivalent,,"same title, different level"
LEVEL_THEO4410_THEO5410,THEO 4410,equivalent,,"same title, different level"
LEVEL_THEO4410_THEO5410,THEO 5410,equivalent,,"same title, different level"
LEVEL_THEO4440_THEO5440,THEO 4440,equivalent,,"same title, different level"
LEVEL_THEO4440_THEO5440,THEO 5440,equivalent,,"same title, different level"
LEVEL_THEO4450_THEO5450,THEO 4450,equivalent,,"same title, different level"
LEVEL_THEO4450_THEO5450,THEO 5450,equivalent,,"same title, different level"
LEVEL_THEO4520_THEO5520,THEO 4520,equivalent,,"same title, different level"
LEVEL_THEO4520_THEO5520,THEO 5520,equivalent,,"same title, different level"
LEVEL_THEO4530_THEO5530,THEO 4530,equivalent,,"same title, different level"
LEVEL_THEO4530_THEO5530,THEO 5530,equivalent,,"same title, different level"
XLIST_001,BIEN 4420,cross_listed,,cross-listed
XLIST_001,MEEN 4570,cross_listed,,cross-listed
XLIST_002,BIEN 4420,cross_listed,,cross-listed
XLIST_002,MEEN 5570,cross_listed,,cross-listed
XLIST_003,BIEN 4920,cross_listed,,cross-listed
XLIST_003,COEN 4920,cross_listed,,cross-listed
XLIST_004,BIEN 4920,cross_listed,,cross-listed
XLIST_004,ELEN 4920,cross_listed,,cross-listed
XLIST_005,BIEN 4920,cross_listed,,cross-listed
XLIST_005,MEEN 4920,cross_listed,,cross-listed
XLIST_006,BIEN 4998,cross_listed,,cross-listed
XLIST_006,COEN 4998,cross_listed,,cross-listed
XLIST_007,BIEN 4998,cross_listed,,cross-listed
XLIST_007,ELEN 4998,cross_listed,,cross-listed
XLIST_008,BIEN 4998,cross_listed,,cross-listed
XLIST_008,MEEN 4998,cross_listed,,cross-listed
XLIST_009,BISC 4381,cross_listed,,cross-listed
XLIST_009,POSC 4381,cross_listed,,cross-listed
XLIST_010,BISC 4461,cross_listed,,cross-listed
XLIST_010,POSC 4461,cross_listed,,cross-listed
XLIST_011,BISC 7461,cross_listed,,cross-listed
XLIST_011,POSC 4461,cross_listed,,cross-listed
XLIST_012,BISC 8003,cross_listed,,cross-listed
XLIST_012,NRSC 8003,cross_listed,,cross-listed
XLIST_013,BISC 8004,cross_listed,,cross-listed
XLIST_013,NRSC 8004,cross_listed,,cross-listed
XLIST_014,BISC 8005,cross_listed,,cross-listed
XLIST_014,NRSC 8005,cross_listed,,cross-listed
XLIST_015,BISC 8096,cross_listed,,cross-listed
XLIST_015,NRSC 8096,cross_listed,,cross-listed
XLIST_016,BISC 8931,cross_listed,,cross-listed
XLIST_016,NRSC 8931,cross_listed,,cross-listed
XLIST_017,EDUC 4540,cross_listed,,cross-listed
XLIST_017,PHIL 4540,cross_listed,,cross-listed
XLIST_018,INCG 2010,cross_listed,,cross-listed
XLIST_018,PHIL 2010,cross_listed,,cross-listed
XLIST_019,THEO 8415,cross_listed,,cross-listed
XLIST_019,THEO 8417,cross_listed,,cross-listed
XLIST_020,THEO 8417,cross_listed,,cross-listed
XLIST_020,THEO 8418,cross_listed,,cross-listed
XLIST_021,THEO 8418,cross_listed,,cross-listed
XLIST_021,THEO 8419,cross_listed,,cross-listed
NDC_001,ACCO 4000,no_double_count,,credit restriction
NDC_001,ACCO 6001,no_double_count,,credit restriction
NDC_002,BISC 1035,no_double_count,,credit restriction
NDC_002,BISC 3135,no_double_count,,credit restriction
NDC_003,BISC 3110,no_double_count,,credit restriction
NDC_003,HEAL 2045,no_double_count,,credit restriction
NDC_004,BISC 4112,no_double_count,,credit restriction
NDC_004,BISC 4113,no_double_count,,credit restriction
NDC_005,BISC 4113,no_double_count,,credit restriction
NDC_005,BISC 5112,no_double_count,,credit restriction
NDC_006,CRLS 3050,no_double_count,,credit restriction
NDC_006,SOCI 3050,no_double_count,,credit restriction
NDC_007,MATH 2100,no_double_count,,credit restriction
NDC_007,MATH 2350,no_double_count,,credit restriction
NDC_008,MATH 4710,no_double_count,,credit restriction
NDC_008,MATH 4720,no_double_count,,credit restriction
NDC_009,THEO 8415,no_double_count,,credit restriction
NDC_009,THEO 8417,no_double_count,,credit restriction
NDC_010,THEO 8417,no_double_count,,credit restriction
NDC_010,THEO 8418,no_double_count,,credit restriction
NDC_011,THEO 8418,no_double_count,,credit restriction
NDC_011,THEO 8419,no_double_count,,credit restriction
